发表时间,类别,标题,大小,种子,下载,完成,UP主 / 代号,magnet
今天 09:51,动画,[風車字幕組十周年][名偵探柯南][979][被人擺布的偵探][1080P][繁體][MP4],403.3MB,0,0,0,風車字幕組,magnet:?xt=urn:btih:3e860ee427abc6fde57bfdd1b86c58aafb6885df&tr=http://open.acgtracker.com:1096/announce
今天 09:51,动画,[风车字幕组十周年][名侦探柯南][978][对岸的事件][1080P][简体][MP4],375.2MB,2,2,5,风车字幕组,magnet:?xt=urn:btih:1ea0d28a583635b919b5031ef65dbbeb17e3768a&tr=http://open.acgtracker.com:1096/announce
今天 09:50,动画,[風車字幕組十周年][名偵探柯南][978][對岸的事件][1080P][繁體][MP4],375.1MB,1,2,4,風車字幕組,magnet:?xt=urn:btih:d2e80f758dbaff0451ee8aaec81929a85630ff12&tr=http://open.acgtracker.com:1096/announce
今天 09:44,动画,【喵萌奶茶屋】★01月新番★[怪物事变/Kemono Jihen][01][1080p][简繁内封][招募翻译校对],349MB,10,4,12,喵萌奶茶屋,magnet:?xt=urn:btih:4b2007a5109e4374532a19a4ab77916955b163bc&tr=http://open.acgtracker.com:1096/announce
今天 09:39,动画,【喵萌奶茶屋】★01月新番★[只有我能进入的隐藏迷宫/俺だけ入れる隠しダンジョン/Ore dake Haireru Kakushi Dungeon][01][1080p][简体][招募翻译校对],458.3MB,39,21,28,喵萌奶茶屋,magnet:?xt=urn:btih:efbc2890bb79140f47be3b5f76e4591344fff420&tr=http://open.acgtracker.com:1096/announce
今天 09:39,动画,【喵萌奶茶屋】★01月新番★[只有我能进入的隐藏迷宫/俺だけ入れる隠しダンジョン/Ore dake Haireru Kakushi Dungeon][01][720p][简体][招募翻译校对],213.9MB,12,11,21,喵萌奶茶屋,magnet:?xt=urn:btih:5e6874f750bb69664f364a4c5dd7f1053c3b8193&tr=http://open.acgtracker.com:1096/announce
今天 02:23,动画,【幻櫻字幕組】【1月新番】【碧藍航線：微速前進！ Azur Lane Bisoku Zenshin!】【01】【BIG5_MP4】【1280X720】【TV版】,55.5MB,32,2,20,幻櫻字幕組,magnet:?xt=urn:btih:fa1f7a6b356d15ac442d23bbeffa7c85e083c18a&tr=http://open.acgtracker.com:1096/announce
今天 02:23,动画,【幻樱字幕组】【1月新番】【碧蓝航线：微速前进！ Azur Lane Bisoku Zenshin!】【01】【GB_MP4】【1280X720】【TV版】,55.6MB,10,1,9,幻樱字幕组,magnet:?xt=urn:btih:524ddd3509f036e953796ff695557e30fd833bb9&tr=http://open.acgtracker.com:1096/announce
今天 02:15,动画,[Lilith-Raws] 阿松 / Osomatsu-san S03 - 14 [Baha][WEB-DL][1080p][AVC AAC][CHT][MKV],803.7MB,0,0,0,Lilith-Raws,magnet:?xt=urn:btih:b6d33d276c8c334cb07efa55b21eb933d0a2cd95&tr=http://open.acgtracker.com:1096/announce
今天 02:15,动画,[Lilith-Raws] 真 中華一番 / 廚神小當家 / Shin Chuuka Ichiban! - 13 [Baha][WEB-DL][1080p][AVC AAC][CHT][MKV],502.2MB,73,21,35,Lilith-Raws,magnet:?xt=urn:btih:1dd734942c79cdf8cd8b88af92146a8e070fb985&tr=http://open.acgtracker.com:1096/announce
今天 01:15,动画,[Lilith-Raws] 裏世界遠足 / Urasekai Picnic - 02 [Baha][WEB-DL][1080p][AVC AAC][CHT][MP4],419MB,139,10,65,Lilith-Raws,magnet:?xt=urn:btih:f0383876e0be160362f554631a816d8f92e3c551&tr=http://open.acgtracker.com:1096/announce
昨天 23:49,动画,[SAIO-Raws] 哆啦A梦剧场版：大雄的新恐龙 Doraemon: Nobita's New Dinosaur [BD 1920x1080 x264 FLACx2 DTS-HDMA 7.1][2020],11.8GB,0,0,0,补种小队,magnet:?xt=urn:btih:8fdb0f94a09fc3570086ec1826594fb24a167374&tr=http://open.acgtracker.com:1096/announce
昨天 23:38,动画,[NC-Raws] 裏世界遠足 / Urasekai Picnic - 02 [WEB-DL][1080p][AVC AAC][CHT][MP4],419.2MB,0,0,0,九十九朔夜,magnet:?xt=urn:btih:b144d7ff87e561b4ef807e26b2edac65412f5cd6&tr=http://open.acgtracker.com:1096/announce
昨天 23:30,动画,[Lilith-Raws] 比方說，這是個出身魔王關附近的少年在新手村生活的故事 - 02 [Baha][WEB-DL][1080p][AVC AAC][CHT][MP4],397.7MB,285,28,107,Lilith-Raws,magnet:?xt=urn:btih:a8ff1cc90132a173469f40f098d469c0907d9ab7&tr=http://open.acgtracker.com:1096/announce
昨天 23:00,动画,[jibaketa合成&壓制][ViuTV粵語]一拳超人 第2季/One Punch Man S2 - 07 [粵日雙語+內封繁體中文雙字幕] (BD 1920x1080 x264 AACx2 PGS+SRT ViuTV CHT),1.4GB,11,5,11,jibaketa,magnet:?xt=urn:btih:2bcbf9349f584c5392e0d8e5c9ea4291f982bb73&tr=http://open.acgtracker.com:1096/announce
昨天 22:54,动画,[NC-Raws] 比方說，這是個出身魔王關附近的少年在新手村生活的故事 - 02 [WEB-DL][1080p][AVC AAC][CHT][MP4],397.9MB,107,10,68,九十九朔夜,magnet:?xt=urn:btih:0eb57718de073742f7ff8f6044bfc9fc680ccf25&tr=http://open.acgtracker.com:1096/announce
昨天 22:30,动画,[SAIO-Raws] 哆啦A梦剧场版：大雄的新恐龙 Doraemon: Nobita's New Dinosaur [BD 1920x1080 HEVC-10bit OPUSx3 2.0+7.1+2.0][2020],3.6GB,12,10,8,补种小队,magnet:?xt=urn:btih:1a5a513f150ec1ce5a6225dfee79f29bfbc04e0c&tr=http://open.acgtracker.com:1096/announce
昨天 22:23,动画,【极影字幕社】 ★10月新番 勇者斗恶龙 达伊的大冒险 Dragon Quest - Dai no Daibouken 第14话 GB 1080P HEVC MP4（字幕社招人內详）,468MB,18,4,12,极影字幕社,magnet:?xt=urn:btih:b1196e79ce76e1f5e0a2c38b682cb9ca74f678d7&tr=http://open.acgtracker.com:1096/announce
昨天 22:23,动画,【極影字幕社】 ★10月新番 勇者鬥惡龍 達伊的大冒險 Dragon Quest - Dai no Daibouken 第14話 BIG5 1080P HEVC MP4（字幕社招人內詳）,468.8MB,85,3,32,極影字幕社,magnet:?xt=urn:btih:9f3e37974f30a77046acbe9a5dd2adcb3e77b672&tr=http://open.acgtracker.com:1096/announce
昨天 22:20,周边,[星空字幕组] 为你着迷 / 夢中さ、きみに / Muchusa Kimini [01][720P][TVrip][MP4],254.3MB,13,2,5,星空字幕组,magnet:?xt=urn:btih:8eb97a771b6469309e4f994aec05a0297530ff7a&tr=http://open.acgtracker.com:1096/announce
昨天 21:51,动画,【千夏字幕组&喵萌奶茶屋】★10月新番★[安达与岛村/安達としまむら/Adachi to Shimamura][01-12END][720p][简体]_V2,2.0GB,0,47,2,千夏字幕组,magnet:?xt=urn:btih:e9e22f288a144910e33132073123e4ac5177c698&tr=http://open.acgtracker.com:1096/announce
昨天 21:49,动画,[梦蓝字幕组]Crayonshinchan 蜡笔小新[1064][2021.01.09][飞妈飞妈29号&娜娜子姐姐和美容院&争换电视节目][HEVC][1080P][GB_JP][MP4],401MB,0,0,0,梦蓝字幕组,magnet:?xt=urn:btih:f2788efc5c676fba8971d27caf46f8bd42f99773&tr=http://open.acgtracker.com:1096/announce
昨天 21:49,动画,[梦蓝字幕组]Crayonshinchan 蜡笔小新[1064][2021.01.09][飞妈飞妈29号&娜娜子姐姐和美容院&争换电视节目]AVC][1080P][GB_JP][MP4],274.2MB,11,2,6,梦蓝字幕组,magnet:?xt=urn:btih:63d264e6c34c1e67ec327063a28cbdb06bc2679c&tr=http://open.acgtracker.com:1096/announce
昨天 21:45,动画,【极影字幕社】 ★01月新番 堀与宫村 Horimiya 第01话 GB 1080P MP4（字幕社招人内详）,333.7MB,0,0,0,极影字幕社,magnet:?xt=urn:btih:16f12a676b60bbe35cf1aba00d188a2f5a8c4590&tr=http://open.acgtracker.com:1096/announce
昨天 21:45,动画,【极影字幕社】 ★01月新番 堀与宫村 Horimiya 第01话 GB 720P MP4（字幕社招人内详）,184.8MB,14,3,8,极影字幕社,magnet:?xt=urn:btih:6e76c442c517e4ef16acbb48d3b3bb0cd1fbe06b&tr=http://open.acgtracker.com:1096/announce
昨天 21:45,动画,【極影字幕社】 ★01月新番 堀與宮村 Horimiya 第01話 BIG5 1080P MP4（字幕社招人內詳）,333.5MB,0,0,0,極影字幕社,magnet:?xt=urn:btih:9d0de0225d3ae6cb63eb4182d34e17bd9df79e3e&tr=http://open.acgtracker.com:1096/announce
昨天 21:45,动画,【極影字幕社】 ★01月新番 堀與宮村 Horimiya 第01話 BIG5 720P MP4（字幕社招人內詳）,184.7MB,24,3,12,極影字幕社,magnet:?xt=urn:btih:8eea7dce569485c8e5a7267e4f9eaec9bdd4805b&tr=http://open.acgtracker.com:1096/announce
昨天 21:09,动画,[爱恋&漫猫字幕组][10月新番][在魔王城说晚安][Maou-jou de Oyasumi][01-12Fin][WEBRip][1080p][AVC][简中],6.0GB,0,0,0,爱恋字幕社,magnet:?xt=urn:btih:a11310e1fc42a0e2c5b427bc5de7959881bd684d&tr=http://open.acgtracker.com:1096/announce
昨天 21:09,动画,【極影字幕社】 ★10月新番 【進擊的巨人 最終季】【Shingeki no Kyojin The Final Season】【05】BIG5 MP4_720,190.2MB,90,7,42,極影字幕社,magnet:?xt=urn:btih:d9e8b7f6c06bc8c7e2170a31fdf402b76daf934b&tr=http://open.acgtracker.com:1096/announce
昨天 21:09,动画,[愛戀&漫貓字幕組][10月新番][在魔王城說晚安][Maou-jou de Oyasumi][01-12Fin][WEBRip][1080p][AVC][繁中],6.0GB,0,0,0,爱恋字幕社,magnet:?xt=urn:btih:06cb94bfda6c2d7b88c214ceee16221031661958&tr=http://open.acgtracker.com:1096/announce
昨天 21:08,动画,[爱恋&漫猫字幕组][10月新番][在魔王城说晚安][Maou-jou de Oyasumi][01-12Fin][WEBRip][720p][AVC][简中],2.4GB,14,7,11,爱恋字幕社,magnet:?xt=urn:btih:92e70f94eb17a54c3f0b8717e6208906f90f5201&tr=http://open.acgtracker.com:1096/announce
昨天 21:07,动画,[愛戀&漫貓字幕組][10月新番][在魔王城說晚安][Maou-jou de Oyasumi][01-12Fin][WEBRip][720p][AVC][繁中],2.4GB,36,5,14,爱恋字幕社,magnet:?xt=urn:btih:58e63480c0a75f5a681e6302c02b216d63e0d934&tr=http://open.acgtracker.com:1096/announce
昨天 20:58,动画,[豌豆字幕组&LoliHouse] 进击的巨人 / Shingeki no Kyojin - 64 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],381.3MB,95,27,53,豌豆字幕组,magnet:?xt=urn:btih:b0606106d4cd0649618bbf044185b4a7fa605f11&tr=http://open.acgtracker.com:1096/announce
昨天 20:37,动画,[xyx98] 目隐都市的演绎者 / Mekakucity Actors /メカクシティアクターズ (BDrip 1920x1080 hevc-yuv420p10 flac 附Mekakucity V's rev),8.7GB,2,10,8,787633258,magnet:?xt=urn:btih:1d95b873ae0c6059ef97788502f1692690abe080&tr=http://open.acgtracker.com:1096/announce
昨天 20:30,动画,【波洛咖啡厅百合味\PCSUB】【安达与岛村\Adachi to Shimamura】【11】【简日双语】【GB_JP】【1080P】【MP4_AAC】【附带网盘链接】,317.9MB,0,0,0,波洛咖啡厅,magnet:?xt=urn:btih:84ca87a0905050ea55ef00c782837ed702686088&tr=http://open.acgtracker.com:1096/announce
昨天 20:30,动画,【波洛咖啡厅百合味\PCSUB】【安达与岛村\Adachi to Shimamura】【11】【简日双语】【GB_JP】【720P】【MP4_AAC】【附带网盘链接】,195.4MB,3,0,3,波洛咖啡厅,magnet:?xt=urn:btih:cab2068bfec16dbba59e3c66eaa93f9b35e054ac&tr=http://open.acgtracker.com:1096/announce
昨天 20:12,动画,[动漫国字幕组&LoliHouse] 魔法科高中的劣等生 来访者篇 / Mahouka Koukou no Rettousei S2 [01-13合集][WebRip 1080p HEVC-10bit AAC][简繁内封字幕][Fin],7.4GB,0,0,0,动漫国字幕组,magnet:?xt=urn:btih:742e2a7c442735989b0d68b47891167aa161bd32&tr=http://open.acgtracker.com:1096/announce
昨天 19:54,动画,​[c.c動漫][1月新番][工作細胞 BLACK][01][BIG5][1080P][MP4],308.7MB,103,8,44,c.c动漫,magnet:?xt=urn:btih:504ae73e36503d84b84b804a9aa411a1f1c80a6d&tr=http://open.acgtracker.com:1096/announce
昨天 19:53,动画,[c.c動漫][1月新番][工作細胞 第二季][01][BIG5][1080P][MP4],374.2MB,71,5,28,c.c动漫,magnet:?xt=urn:btih:4c36580dfc86852ad39f58a08c0901bdae4fdfb8&tr=http://open.acgtracker.com:1096/announce
昨天 19:46,动画,【喵萌奶茶屋】★01月新番★[怪物事變/Kemono Jihen][01][720p][繁體][招募翻譯校對],196.1MB,67,2,50,喵萌奶茶屋,magnet:?xt=urn:btih:a5d31e131ef29eaf2a7b7a34daa41732079af90e&tr=http://open.acgtracker.com:1096/announce
